sku,forecast,actual,volume,inventory_on_hand,safety_stock,lead_time_days,supplier_otif,demand_volatility_cv,margin
SKU-05752,202,198,249,3124,1169,33,0.79,0.086,11.62
SKU-05753,211,250,218,1684,1089,42,0.819,0.258,6.14
SKU-05754,1522,1537,1861,3703,173,19,0.65,0.073,13.45
SKU-05755,692,501,792,2751,970,50,0.692,0.286,5.09
SKU-05756,548,548,610,661,348,50,0.822,0.255,2.33
SKU-05757,461,549,480,417,829,47,0.956,0.067,4.39
SKU-05758,1170,1272,1361,2874,375,39,0.872,0.432,7.38
SKU-05759,2545,2518,1969,3087,256,45,0.731,0.042,11.42
SKU-05760,204,193,230,2749,950,50,0.846,0.3,3.13
SKU-05761,843,1066,977,4094,1123,52,0.714,0.241,12.2
SKU-05762,1850,1786,1460,3731,255,22,0.737,0.2,10.22
SKU-05763,842,806,803,3251,939,26,0.852,0.258,5.98
SKU-05764,768,916,655,2471,84,13,0.683,0.082,5.87
SKU-05765,2175,2270,1673,3514,218,29,0.869,0.391,14.78
SKU-05766,390,458,365,3520,252,17,0.989,0.142,9.16
SKU-05767,1041,1085,1040,4786,873,6,0.958,0.341,3.42
SKU-05768,302,319,284,4316,161,36,0.938,0.159,4.12
SKU-05769,1097,1026,1037,4425,191,31,0.826,0.268,12.72
SKU-05770,709,737,981,949,391,44,0.932,0.111,12.21
SKU-05771,1465,1500,1465,4530,857,36,0.682,0.294,3.09
SKU-05772,1262,1403,1587,929,635,27,0.866,0.399,10.91
SKU-05773,448,454,582,2183,665,11,0.715,0.258,12.81
SKU-05774,1921,1415,1859,1637,934,59,0.754,0.342,11.96
SKU-05775,2224,1572,1661,128,1146,19,0.775,0.329,11.04
SKU-05776,1188,1712,1799,2227,595,54,0.846,0.129,10.43
SKU-05777,970,789,1238,4470,677,31,0.655,0.4,0.55
SKU-05778,2003,1761,1903,4753,240,57,0.725,0.196,7.88
SKU-05779,2170,2222,1815,845,170,45,0.732,0.032,7.4
SKU-05780,811,653,841,176,777,21,0.675,0.412,11.24
SKU-05781,1277,1452,1357,2644,914,41,0.872,0.127,3.28
SKU-05782,1323,1434,1318,4955,1053,30,0.662,0.346,2.88
SKU-05783,747,798,809,1677,191,13,0.984,0.211,12.94
SKU-05784,1080,1159,776,4329,153,45,0.936,0.218,4.81
SKU-05785,914,901,892,4174,64,19,0.818,0.024,6.56
SKU-05786,1821,2070,1639,2970,523,3,0.764,0.064,2.39
SKU-05787,1732,1633,1847,1095,1180,34,0.978,0.442,13.53
SKU-05788,1433,1192,1377,2892,395,6,0.709,0.072,1.94
SKU-05789,776,817,580,3705,246,13,0.751,0.086,12.45
SKU-05790,1969,1955,1650,4319,770,40,0.938,0.32,9.45
SKU-05791,1509,1825,1229,971,943,20,0.986,0.317,4.55
SKU-05792,740,840,869,2606,185,38,0.977,0.119,5.79
SKU-05793,432,479,402,4874,1007,47,0.955,0.138,14.33
SKU-05794,1760,1152,1755,3924,584,27,0.844,0.166,0.65
SKU-05795,479,534,522,3168,565,5,0.827,0.255,6.17
SKU-05796,1069,1146,1233,2185,1176,48,0.733,0.044,8.79
SKU-05797,93,93,87,3832,790,7,0.778,0.273,1.42
SKU-05798,469,610,612,2051,199,33,0.832,0.39,12.83
SKU-05799,849,752,729,1355,1095,25,0.79,0.298,10.83
SKU-05800,377,272,390,4352,341,30,0.797,0.168,8.29
SKU-05801,877,565,1127,196,576,6,0.721,0.118,0.99
SKU-05802,531,403,518,1478,984,30,0.86,0.245,6.61
SKU-05803,1160,995,1000,4757,313,50,0.704,0.176,1.88
SKU-05804,1776,1630,1759,3971,784,16,0.79,0.226,0.78
SKU-05805,778,850,814,2459,1150,48,0.873,0.219,4.84
SKU-05806,933,752,770,3600,849,3,0.788,0.316,11.9
SKU-05807,991,1019,1085,4119,542,54,0.946,0.073,11.29
SKU-05808,1332,1584,1117,160,172,14,0.697,0.4,4.93
SKU-05809,1337,1528,1930,3898,532,40,0.686,0.166,1.69
SKU-05810,193,202,180,4275,984,22,0.853,0.188,4.01
SKU-05811,2138,2410,1982,3546,971,52,0.804,0.437,8.64
SKU-05812,1319,1586,1306,3525,413,9,0.797,0.223,4.94
SKU-05813,1659,1807,1788,3760,352,7,0.7,0.374,7.0
SKU-05814,1227,1397,1293,4206,1181,41,0.876,0.107,9.5
SKU-05815,1629,1171,1919,815,843,40,0.936,0.377,14.83
SKU-05816,1827,936,1732,2718,675,58,0.852,0.061,1.0
SKU-05817,1918,1888,1894,3869,707,59,0.848,0.207,4.55
SKU-05818,1612,1261,1666,729,834,40,0.724,0.427,8.04
SKU-05819,77,62,81,4906,1108,12,0.796,0.045,11.13
SKU-05820,1764,1559,1721,932,1123,19,0.974,0.027,8.43
SKU-05821,1003,902,1038,4479,715,51,0.774,0.037,2.13
SKU-05822,1227,1423,1116,2755,887,47,0.944,0.035,3.5
SKU-05823,2134,1892,1811,1199,618,35,0.807,0.206,8.3
SKU-05824,933,931,944,471,735,41,0.706,0.419,13.73
SKU-05825,1307,1229,968,4331,1092,52,0.742,0.124,10.38
SKU-05826,1064,682,1052,2064,140,23,0.768,0.183,6.57
SKU-05827,1005,727,1042,1757,1197,15,0.912,0.105,11.0
SKU-05828,1400,1317,1663,1490,1117,47,0.68,0.244,5.68
SKU-05829,285,267,225,2688,1154,8,0.99,0.168,4.5
SKU-05830,1839,1776,1981,3897,1016,4,0.941,0.086,5.63
SKU-05831,1418,1751,1448,3451,170,13,0.749,0.34,12.77
SKU-05832,1757,1608,1323,4885,614,6,0.922,0.167,12.66
SKU-05833,1594,891,1941,27,1071,49,0.867,0.229,11.06
SKU-05834,930,573,1302,1214,1116,11,0.729,0.055,15.0
SKU-05835,107,111,105,2657,928,51,0.67,0.172,9.68
SKU-05836,1131,1289,1280,39,514,56,0.82,0.218,7.83
SKU-05837,366,424,438,4141,516,45,0.974,0.11,14.97
SKU-05838,1400,1407,1425,3029,883,18,0.837,0.084,13.71
SKU-05839,242,198,234,3392,874,19,0.68,0.141,6.22
SKU-05840,1321,1329,1081,2884,267,14,0.834,0.45,1.12
SKU-05841,1181,1003,1856,1177,94,52,0.971,0.439,4.63
SKU-05842,959,1005,948,2533,397,8,0.738,0.436,11.77
SKU-05843,671,1115,875,964,944,30,0.67,0.416,5.47
SKU-05844,626,659,684,1104,1114,46,0.668,0.077,5.7
SKU-05845,1967,1946,1513,2467,405,25,0.779,0.171,8.95
SKU-05846,1729,1783,1380,1514,69,7,0.733,0.083,1.47
SKU-05847,901,895,793,1988,1062,58,0.679,0.446,7.78
SKU-05848,1030,1032,1278,2571,443,3,0.801,0.338,13.95
SKU-05849,425,410,605,2130,813,53,0.673,0.216,8.32
SKU-05850,389,375,389,4709,851,39,0.925,0.418,8.03
SKU-05851,1001,276,1787,3051,451,31,0.654,0.433,2.08
SKU-05852,1064,1184,845,3478,320,42,0.865,0.429,4.29
SKU-05853,393,564,404,2921,241,45,0.668,0.316,8.43
SKU-05854,373,416,417,4916,258,10,0.813,0.407,2.03
SKU-05855,967,816,859,1538,204,17,0.87,0.373,3.29
SKU-05856,413,515,506,1906,1119,55,0.669,0.155,2.89
SKU-05857,1371,1130,1225,1706,155,9,0.954,0.085,13.75
SKU-05858,1262,994,1040,3576,1197,16,0.91,0.312,11.6
SKU-05859,797,797,650,3962,1011,16,0.861,0.027,0.58
SKU-05860,1878,2071,1906,398,986,48,0.971,0.201,6.2
SKU-05861,930,924,826,3560,682,45,0.941,0.347,13.38
SKU-05862,1110,957,1025,1501,313,46,0.955,0.436,12.38
SKU-05863,476,626,546,4093,451,13,0.817,0.207,13.86
SKU-05864,955,1049,1005,4114,100,9,0.973,0.32,3.37
SKU-05865,730,707,636,4444,459,42,0.857,0.088,1.32
SKU-05866,1289,1454,1012,3106,121,35,0.967,0.371,5.47
SKU-05867,169,127,154,1536,855,55,0.664,0.101,14.14
SKU-05868,941,879,902,2607,312,27,0.862,0.132,7.58
SKU-05869,184,215,228,711,661,35,0.765,0.175,6.91
SKU-05870,677,659,609,1608,353,45,0.806,0.302,10.07
SKU-05871,446,487,516,2271,1023,36,0.728,0.441,2.67
SKU-05872,844,720,818,2714,109,30,0.681,0.074,5.6
SKU-05873,788,798,664,561,487,44,0.972,0.376,13.64
SKU-05874,133,158,171,1678,163,11,0.946,0.3,14.68
SKU-05875,224,254,226,4193,1026,46,0.907,0.369,13.35
SKU-05876,1812,1602,1914,4470,596,54,0.697,0.183,0.85
SKU-05877,1668,1523,1726,1481,601,16,0.978,0.227,1.34
SKU-05878,1315,1468,1396,3622,775,12,0.689,0.436,6.54
SKU-05879,1769,1972,1391,2762,601,15,0.86,0.423,7.49
SKU-05880,139,141,137,4638,307,8,0.682,0.288,1.42
SKU-05881,971,917,1124,4371,111,48,0.915,0.212,1.15
SKU-05882,1875,2358,1727,2173,264,26,0.74,0.119,1.49
SKU-05883,1388,1694,1676,4819,917,41,0.856,0.316,5.0
SKU-05884,1510,1536,1524,2380,1128,42,0.764,0.304,11.3
SKU-05885,1973,1854,1950,2289,378,5,0.718,0.434,4.74
SKU-05886,1413,1895,1709,2045,543,4,0.754,0.061,4.9
SKU-05887,1468,1644,1254,856,368,49,0.886,0.038,2.13
SKU-05888,1492,960,1927,1235,714,6,0.733,0.406,9.45
SKU-05889,988,656,1246,4299,641,9,0.851,0.039,14.91
SKU-05890,448,699,586,4046,700,28,0.653,0.416,4.44
SKU-05891,206,177,172,3380,263,57,0.735,0.138,4.48
SKU-05892,812,714,1003,4699,855,16,0.705,0.343,2.96
SKU-05893,561,587,698,4783,1013,8,0.958,0.348,8.23
SKU-05894,779,499,1039,2962,587,23,0.938,0.023,12.84
SKU-05895,669,727,710,696,586,7,0.806,0.173,14.01
SKU-05896,1282,1238,1338,1115,696,39,0.768,0.044,12.81
SKU-05897,826,840,792,3041,812,3,0.753,0.337,5.7
SKU-05898,239,301,215,3962,950,56,0.695,0.284,11.44
SKU-05899,609,617,698,892,1053,13,0.655,0.164,5.71
SKU-05900,1860,2084,1916,4282,1126,35,0.746,0.212,14.56
SKU-05901,1637,1636,1486,743,243,17,0.765,0.386,5.68
SKU-05902,674,718,623,4801,688,55,0.986,0.154,3.97
SKU-05903,829,1079,1085,1380,1080,18,0.722,0.219,4.26
SKU-05904,1666,2241,1530,195,295,57,0.754,0.036,11.92
SKU-05905,487,516,554,3864,455,17,0.782,0.026,4.38
SKU-05906,304,265,240,4526,278,56,0.787,0.117,10.22
SKU-05907,237,238,248,2604,1181,31,0.858,0.413,8.07
SKU-05908,2070,2037,1770,1917,1118,58,0.709,0.411,11.35
SKU-05909,1560,862,1418,293,349,27,0.895,0.376,6.97
SKU-05910,1017,880,1187,2297,645,11,0.676,0.114,12.31
SKU-05911,1761,2054,1752,4285,1073,14,0.849,0.101,10.77
SKU-05912,1828,1633,1505,3443,657,38,0.824,0.235,4.26
SKU-05913,1529,1087,1721,4106,1143,42,0.867,0.186,9.1
SKU-05914,337,293,333,4381,728,45,0.785,0.257,6.57
SKU-05915,1113,1022,979,1560,356,35,0.851,0.382,11.75
SKU-05916,1528,1249,1862,2747,189,27,0.892,0.297,12.12
SKU-05917,396,448,512,2421,574,28,0.965,0.265,6.36
SKU-05918,1767,1784,1912,4863,305,8,0.673,0.258,11.84
SKU-05919,1671,1732,1730,2449,686,49,0.651,0.156,5.99
SKU-05920,625,696,735,3223,119,49,0.907,0.182,10.94
SKU-05921,1396,1237,1326,1085,909,34,0.887,0.422,6.3
SKU-05922,1672,1859,1642,1280,990,11,0.786,0.108,4.51
SKU-05923,515,608,459,2796,135,24,0.687,0.319,6.51
SKU-05924,1535,1694,1734,1014,132,55,0.82,0.426,6.19
SKU-05925,1507,1653,1600,825,1061,11,0.868,0.266,9.03
SKU-05926,533,600,535,3785,426,8,0.825,0.426,1.08
SKU-05927,708,805,623,4260,902,33,0.802,0.282,5.09
SKU-05928,724,486,794,429,482,20,0.681,0.227,13.64
SKU-05929,927,934,1108,1388,741,11,0.809,0.338,7.4
SKU-05930,232,183,246,951,837,52,0.715,0.298,5.23
SKU-05931,1797,1464,1805,2301,418,28,0.908,0.07,12.28
SKU-05932,354,260,430,2017,455,34,0.889,0.359,4.45
SKU-05933,1193,1415,1202,1747,1032,46,0.812,0.081,12.68
SKU-05934,1038,1008,984,620,1012,50,0.883,0.448,3.53
SKU-05935,764,813,807,519,644,3,0.758,0.442,0.84
SKU-05936,1293,937,983,1710,450,5,0.822,0.376,11.46
SKU-05937,887,941,1257,419,361,7,0.767,0.193,9.17
SKU-05938,105,107,101,3965,805,35,0.701,0.37,14.29
SKU-05939,1466,1691,1066,1986,1139,14,0.818,0.439,3.24
SKU-05940,766,766,756,409,586,25,0.797,0.149,13.15
SKU-05941,1251,1437,1477,2638,593,39,0.722,0.247,11.59
SKU-05942,1351,1045,1085,4161,1017,3,0.829,0.212,9.83
SKU-05943,1211,999,1499,1879,1000,57,0.722,0.256,7.6
SKU-05944,1607,1774,1733,635,1114,14,0.819,0.28,11.12
SKU-05945,1223,1557,1346,1897,739,29,0.938,0.085,12.79
SKU-05946,806,956,823,2157,912,12,0.677,0.386,13.48
SKU-05947,553,527,471,3410,1098,44,0.93,0.338,4.93
SKU-05948,175,206,196,2163,718,10,0.742,0.303,5.93
SKU-05949,950,774,1132,1435,169,13,0.879,0.178,13.69
SKU-05950,572,644,591,313,438,32,0.736,0.418,14.45
SKU-05951,837,884,867,4834,738,29,0.817,0.356,1.09
SKU-05952,495,403,418,2994,1194,11,0.88,0.151,13.3
SKU-05953,1104,791,1459,3920,617,8,0.96,0.356,8.29
SKU-05954,1315,1553,1440,3577,989,20,0.854,0.33,3.73
SKU-05955,558,857,608,978,754,12,0.885,0.356,5.87
SKU-05956,1249,1772,1335,2830,629,25,0.789,0.407,11.37
SKU-05957,1300,1510,1352,962,650,21,0.71,0.102,1.96
SKU-05958,283,250,247,2230,183,15,0.7,0.215,6.24
SKU-05959,1095,876,1148,2710,519,46,0.67,0.272,14.24
SKU-05960,1556,1408,1907,2924,882,41,0.796,0.11,5.32
SKU-05961,916,1058,882,2004,572,59,0.682,0.318,8.41
SKU-05962,1887,2241,1720,3985,751,52,0.92,0.417,9.01
SKU-05963,1468,1459,1685,815,1063,55,0.981,0.061,5.58
SKU-05964,1457,965,1744,2380,723,15,0.668,0.317,9.01
SKU-05965,425,342,470,2859,772,9,0.847,0.439,15.0
SKU-05966,932,1087,967,4453,470,12,0.719,0.022,12.09
SKU-05967,973,1144,874,1925,824,48,0.963,0.043,8.91
SKU-05968,520,562,736,3700,1117,37,0.767,0.042,14.01
SKU-05969,1372,1009,1681,4576,1145,39,0.873,0.234,10.61
SKU-05970,767,947,648,433,590,25,0.85,0.101,6.54
SKU-05971,1217,1344,1505,3043,424,54,0.727,0.42,1.21
SKU-05972,1670,1589,1408,1257,531,25,0.652,0.332,6.57
SKU-05973,1673,1981,1379,30,993,45,0.834,0.137,11.3
SKU-05974,1392,1608,1249,4007,140,14,0.888,0.371,8.51
SKU-05975,669,454,775,1082,1146,25,0.884,0.221,9.66
SKU-05976,1198,1326,1435,2519,662,11,0.667,0.104,4.75
SKU-05977,158,135,153,2803,131,23,0.957,0.364,2.19
SKU-05978,279,233,347,992,290,44,0.972,0.102,13.55
SKU-05979,1730,1425,1663,3738,916,59,0.827,0.182,7.08
SKU-05980,765,589,671,2607,878,21,0.754,0.411,8.66
SKU-05981,1816,1858,1794,2520,751,10,0.963,0.262,11.06
SKU-05982,989,1235,1460,4187,423,34,0.762,0.382,2.21
SKU-05983,653,550,656,480,498,7,0.892,0.246,0.94
SKU-05984,1673,2157,1928,1581,358,39,0.76,0.326,8.46
SKU-05985,440,317,545,2315,314,13,0.887,0.311,1.44
SKU-05986,1879,1957,1987,2127,609,34,0.831,0.113,7.95
SKU-05987,647,543,690,2006,552,23,0.979,0.286,6.36
SKU-05988,445,477,523,2025,956,53,0.767,0.209,13.84
SKU-05989,813,991,847,1679,483,35,0.716,0.312,8.42
SKU-05990,596,515,606,2174,1032,32,0.862,0.338,6.38
SKU-05991,1845,2035,1746,172,828,54,0.737,0.021,14.25
SKU-05992,111,128,119,1664,329,46,0.725,0.344,8.85
SKU-05993,327,344,288,4332,316,19,0.694,0.177,2.0
SKU-05994,1257,1208,1452,2535,398,23,0.983,0.158,14.29
SKU-05995,596,668,590,3845,623,24,0.877,0.245,13.08
SKU-05996,166,106,149,1122,598,31,0.676,0.44,11.08
SKU-05997,1514,1613,1840,1997,426,36,0.748,0.049,6.62
SKU-05998,591,719,589,1282,425,38,0.762,0.187,4.27
SKU-05999,2027,2521,1911,4115,380,22,0.654,0.222,12.55
SKU-06000,999,1103,1094,2429,168,14,0.928,0.128,10.14
SKU-06001,92,92,127,3341,174,56,0.929,0.087,4.33
SKU-06002,197,295,274,4433,590,28,0.86,0.262,12.24
SKU-06003,1135,1290,1085,2652,1100,29,0.903,0.3,6.39
SKU-06004,1536,1385,1830,1866,671,44,0.725,0.097,3.57
SKU-06005,727,506,772,1006,190,45,0.952,0.378,7.56
SKU-06006,1513,1673,1154,1206,175,59,0.763,0.214,10.95
SKU-06007,1797,1680,1454,2093,863,10,0.848,0.401,3.3
SKU-06008,438,428,384,4088,987,29,0.735,0.33,11.91
SKU-06009,619,497,712,1797,339,22,0.878,0.054,11.18
SKU-06010,166,155,170,4769,623,43,0.728,0.272,13.52
SKU-06011,977,1007,1034,2713,91,22,0.945,0.346,8.64
SKU-06012,1904,2287,1956,2679,1162,13,0.651,0.252,2.78
SKU-06013,225,263,277,4568,130,24,0.739,0.03,9.66
SKU-06014,324,262,382,2356,1137,44,0.962,0.2,11.48
SKU-06015,1668,1857,1749,2413,1030,58,0.868,0.38,7.61
SKU-06016,1468,1702,1131,583,130,28,0.813,0.233,5.52
SKU-06017,80,93,100,63,821,29,0.861,0.276,1.44
SKU-06018,827,832,792,4498,585,20,0.772,0.42,7.54
SKU-06019,113,113,154,3762,322,37,0.67,0.122,3.11
SKU-06020,561,692,517,1193,974,43,0.683,0.333,6.65
SKU-06021,1763,2019,1753,3559,51,4,0.902,0.076,6.91
SKU-06022,510,305,406,3105,1115,4,0.658,0.173,11.65
SKU-06023,1608,2010,1608,3409,1115,4,0.653,0.136,13.08
SKU-06024,1955,2158,1842,933,214,4,0.87,0.225,2.71
SKU-06025,1785,1664,1750,4844,365,30,0.961,0.255,7.38
SKU-06026,1437,1908,1305,2207,579,59,0.971,0.388,6.59
SKU-06027,1055,992,999,1468,1055,48,0.948,0.269,8.96
SKU-06028,2297,2258,1738,137,324,37,0.892,0.283,1.36
SKU-06029,129,134,138,4485,1025,17,0.735,0.115,5.14
SKU-06030,1024,1146,1072,3248,993,59,0.937,0.365,1.65
SKU-06031,2116,1947,1761,3890,516,35,0.952,0.349,3.39
SKU-06032,2150,3138,1851,3587,189,13,0.988,0.215,8.44
SKU-06033,727,997,892,1573,603,17,0.969,0.431,14.48
SKU-06034,760,784,798,138,611,31,0.793,0.16,12.07
SKU-06035,395,343,408,4869,439,59,0.838,0.262,5.41
SKU-06036,937,1083,1184,71,573,36,0.666,0.127,11.0
SKU-06037,1264,650,1610,4293,703,44,0.697,0.202,7.43
SKU-06038,369,411,323,4327,902,53,0.843,0.239,8.46
SKU-06039,1599,2008,1623,4755,1173,45,0.749,0.321,7.84
SKU-06040,1261,1163,1456,4723,954,40,0.798,0.401,0.75
SKU-06041,504,407,457,2945,1013,32,0.989,0.187,9.22
SKU-06042,1607,2088,1737,762,690,48,0.962,0.26,0.95
SKU-06043,1376,1081,1423,3448,688,50,0.899,0.336,2.72
SKU-06044,1650,1876,1565,129,1097,23,0.864,0.093,6.55
SKU-06045,662,651,580,1915,661,18,0.928,0.281,0.74
SKU-06046,1211,736,1410,2866,390,51,0.719,0.183,0.59
SKU-06047,620,796,692,2631,891,21,0.897,0.371,14.1
SKU-06048,343,254,308,1593,733,39,0.702,0.355,5.5
SKU-06049,464,368,472,2186,721,35,0.783,0.379,12.85
SKU-06050,270,310,279,3826,102,18,0.887,0.041,5.0
SKU-06051,107,149,92,600,903,45,0.877,0.348,12.03
SKU-06052,1292,1211,1198,720,872,33,0.935,0.363,5.93
SKU-06053,269,211,277,865,698,44,0.943,0.43,3.93
SKU-06054,924,1150,1147,4377,948,24,0.652,0.055,2.99
SKU-06055,404,281,417,3366,1197,50,0.659,0.124,4.38
SKU-06056,2011,2036,1695,654,1014,25,0.746,0.178,9.29
SKU-06057,1607,1428,1543,4014,849,50,0.813,0.175,8.08
SKU-06058,1992,1637,1966,3352,1119,51,0.982,0.231,10.87
SKU-06059,164,148,169,2488,498,56,0.793,0.026,11.14
SKU-06060,2055,1995,1603,71,495,7,0.77,0.304,3.74
SKU-06061,679,885,710,2961,404,42,0.94,0.208,12.37
SKU-06062,1603,1836,1486,565,239,22,0.88,0.136,12.14
SKU-06063,496,375,437,3147,493,16,0.848,0.414,7.12
SKU-06064,385,417,346,2920,506,27,0.982,0.163,3.18
SKU-06065,388,498,796,891,645,55,0.767,0.04,5.9
SKU-06066,1650,1418,1542,255,891,10,0.986,0.034,14.58
SKU-06067,1570,978,1564,888,671,45,0.741,0.282,10.79
SKU-06068,550,590,812,1538,517,11,0.833,0.069,11.25
SKU-06069,1028,1073,822,910,196,20,0.935,0.321,2.83
SKU-06070,341,303,384,3669,564,3,0.688,0.265,13.23
SKU-06071,693,650,700,3222,438,41,0.856,0.386,7.66
SKU-06072,1475,1447,1617,4721,745,54,0.867,0.405,10.41
SKU-06073,727,761,626,4166,310,12,0.671,0.302,14.34
SKU-06074,1342,1730,1473,4927,218,29,0.682,0.186,12.32
SKU-06075,173,228,178,3820,1033,58,0.739,0.415,9.68
SKU-06076,1739,1968,1835,2623,944,46,0.876,0.23,7.73
SKU-06077,522,542,471,1875,442,5,0.954,0.034,6.86
SKU-06078,185,147,179,2995,1033,53,0.766,0.129,3.22
SKU-06079,1756,1795,1855,318,327,31,0.675,0.24,6.86
SKU-06080,1161,843,1082,3539,772,27,0.903,0.207,10.87
SKU-06081,995,1018,993,1021,297,12,0.8,0.282,13.8
SKU-06082,237,213,260,887,677,48,0.752,0.024,7.12
SKU-06083,498,579,518,2466,121,35,0.795,0.376,10.69
SKU-06084,1017,939,981,3658,57,49,0.902,0.249,5.02
SKU-06085,145,140,122,1287,110,20,0.927,0.155,1.24
SKU-06086,199,220,169,1955,301,4,0.926,0.252,13.56
SKU-06087,1985,2287,1578,1115,1046,35,0.883,0.108,6.63
SKU-06088,1082,987,1203,3619,1119,36,0.924,0.043,2.64
SKU-06089,1895,1954,1841,102,133,53,0.969,0.439,3.06
SKU-06090,343,415,285,2330,616,30,0.732,0.067,10.55
SKU-06091,220,206,223,3033,693,24,0.814,0.373,14.74
SKU-06092,1626,1581,1600,4800,676,25,0.756,0.367,5.71
SKU-06093,631,504,674,1262,825,45,0.862,0.425,10.3
SKU-06094,372,394,313,3725,446,7,0.927,0.329,3.9
SKU-06095,941,860,1127,222,481,4,0.82,0.084,3.84
SKU-06096,1527,1135,1711,1384,508,6,0.736,0.202,3.28
SKU-06097,890,1041,834,1634,734,4,0.961,0.334,4.34
SKU-06098,942,478,1144,2804,896,46,0.834,0.273,7.99
SKU-06099,526,610,501,3804,756,27,0.965,0.287,6.84
SKU-06100,624,747,717,587,96,13,0.916,0.049,11.36
SKU-06101,254,99,360,1351,732,10,0.98,0.128,4.99
SKU-06102,1369,1244,1572,3717,650,41,0.856,0.121,8.19
SKU-06103,1588,1467,1594,4151,320,18,0.944,0.419,11.62
SKU-06104,1781,1641,1518,3460,578,37,0.853,0.426,9.78
SKU-06105,444,447,388,4710,878,12,0.845,0.336,10.43
SKU-06106,867,938,1027,1901,973,34,0.976,0.277,14.27
SKU-06107,1203,1361,1154,3175,119,36,0.708,0.286,4.11
SKU-06108,1393,1234,1453,2496,306,18,0.881,0.361,6.74
SKU-06109,327,386,328,2364,653,43,0.917,0.035,6.08
SKU-06110,1795,2271,1467,4346,1139,38,0.948,0.31,8.38
SKU-06111,1110,1045,884,560,1102,16,0.658,0.324,3.35
SKU-06112,678,443,710,693,414,56,0.753,0.053,12.2
SKU-06113,1248,1243,1264,2465,1161,38,0.689,0.068,8.2
SKU-06114,208,202,185,4798,118,45,0.867,0.429,5.69
SKU-06115,616,735,587,2130,74,8,0.853,0.31,10.73
SKU-06116,948,716,989,2668,687,7,0.793,0.358,10.55
SKU-06117,327,290,289,2893,111,12,0.719,0.238,10.23
SKU-06118,958,1008,882,1725,50,57,0.675,0.246,10.61
SKU-06119,298,272,328,2159,1128,32,0.655,0.378,11.75
SKU-06120,2306,2046,1962,3562,264,46,0.804,0.379,4.58
SKU-06121,478,558,579,4003,1149,51,0.747,0.107,2.11
SKU-06122,447,501,455,4344,561,16,0.827,0.428,8.55
SKU-06123,1019,1033,1265,4530,402,21,0.776,0.105,11.82
SKU-06124,984,1114,1166,4712,800,8,0.681,0.334,10.72
SKU-06125,2525,2611,1953,163,606,43,0.713,0.054,10.94
SKU-06126,679,664,811,2719,153,24,0.784,0.055,9.93
SKU-06127,395,491,349,1787,1160,28,0.983,0.093,0.59
SKU-06128,1929,1524,1611,785,52,59,0.826,0.212,3.54
SKU-06129,1204,1054,1527,4308,699,24,0.946,0.107,6.29
SKU-06130,1191,1214,1245,4168,734,42,0.955,0.158,11.14
SKU-06131,1889,1783,1815,4782,714,43,0.731,0.204,4.96
SKU-06132,760,912,833,1831,52,10,0.785,0.378,3.28
SKU-06133,1021,1048,1035,540,1094,49,0.778,0.047,10.19
SKU-06134,987,818,1778,2592,289,25,0.91,0.24,14.11
SKU-06135,1216,770,1118,3961,589,18,0.83,0.434,3.28
SKU-06136,2108,2229,1614,1970,1056,37,0.891,0.284,3.78
SKU-06137,407,368,440,2924,1185,10,0.66,0.059,3.78
SKU-06138,1683,1309,1890,733,344,12,0.662,0.159,11.33
SKU-06139,1667,1420,1860,4808,800,6,0.781,0.078,2.92
SKU-06140,1861,2131,1690,3685,410,47,0.946,0.299,10.27
SKU-06141,1184,1421,1241,2853,1044,4,0.673,0.233,11.89
SKU-06142,833,750,726,1067,1029,20,0.967,0.276,10.77
SKU-06143,1919,1999,1709,476,1150,5,0.953,0.403,3.37
SKU-06144,916,1095,878,4315,759,25,0.884,0.238,1.43
SKU-06145,143,112,143,1993,582,35,0.878,0.083,7.57
SKU-06146,1644,1805,1674,2887,934,29,0.89,0.418,10.65
SKU-06147,220,206,207,3575,1018,43,0.792,0.415,4.13
SKU-06148,680,812,682,2054,1053,39,0.67,0.385,14.44
SKU-06149,573,493,455,1151,181,13,0.866,0.075,11.43
SKU-06150,1591,1123,1340,1988,988,12,0.714,0.153,1.37
SKU-06151,160,167,172,732,137,16,0.811,0.085,5.93
SKU-06152,313,341,217,2322,1062,37,0.77,0.434,13.98
SKU-06153,1280,1655,1226,828,1154,10,0.79,0.311,6.96
SKU-06154,2201,2431,1827,2675,435,16,0.735,0.117,5.61
SKU-06155,230,199,244,1599,898,45,0.69,0.093,6.88
SKU-06156,1292,1251,1295,2207,527,55,0.974,0.359,14.96
SKU-06157,210,186,223,1854,852,11,0.982,0.437,10.6
SKU-06158,785,614,873,4773,718,15,0.661,0.175,6.4
SKU-06159,1317,1034,1519,2490,265,10,0.679,0.067,2.99
SKU-06160,608,564,761,3356,1157,7,0.869,0.434,5.85
SKU-06161,1828,1927,1860,3947,987,20,0.661,0.376,5.16
SKU-06162,771,950,734,3790,356,56,0.861,0.209,4.01
SKU-06163,1164,1079,1272,514,1178,22,0.731,0.127,3.64
SKU-06164,658,717,706,3309,741,30,0.905,0.419,8.95
SKU-06165,1785,1444,1891,3268,853,33,0.806,0.127,9.47
SKU-06166,106,99,106,433,1131,5,0.811,0.415,13.17
SKU-06167,1527,1288,1662,3705,330,53,0.823,0.424,13.35
